Sample no,Year,barangay,sex,age,disease,cases
19961,2019,lalakay,male,55-59,A90,0
19962,2019,lalakay,female,55-59,A90,0
19963,2019,lalakay,male,60-64,A90,0
19964,2019,lalakay,female,60-64,A90,0
19965,2019,lalakay,male,65-69,A90,0
19966,2019,lalakay,female,65-69,A90,0
19967,2019,lalakay,male,70 Above,A90,0
19968,2019,lalakay,female,70 Above,A90,0
19969,2019,lalakay,male,under 1,M79,0
19970,2019,lalakay,female,under 1,M79,0
19971,2019,lalakay,male,1-4,M79,1
19972,2019,lalakay,female,1-4,M79,0
19973,2019,lalakay,male,5-9,M79,0
19974,2019,lalakay,female,5-9,M79,0
19975,2019,lalakay,male,10-14,M79,1
19976,2019,lalakay,female,10-14,M79,0
19977,2019,lalakay,male,15-19,M79,0
19978,2019,lalakay,female,15-19,M79,0
19979,2019,lalakay,male,20-24,M79,2
19980,2019,lalakay,female,20-24,M79,0
19981,2019,lalakay,male,25-29,M79,1
19982,2019,lalakay,female,25-29,M79,2
19983,2019,lalakay,male,30-34,M79,1
19984,2019,lalakay,female,30-34,M79,1
19985,2019,lalakay,male,35-39,M79,2
19986,2019,lalakay,female,35-39,M79,0
19987,2019,lalakay,male,40-44,M79,0
19988,2019,lalakay,female,40-44,M79,1
19989,2019,lalakay,male,45-49,M79,0
19990,2019,lalakay,female,45-49,M79,0
19991,2019,lalakay,male,50-54,M79,0
19992,2019,lalakay,female,50-54,M79,0
19993,2019,lalakay,male,55-59,M79,0
19994,2019,lalakay,female,55-59,M79,1
19995,2019,lalakay,male,60-64,M79,1
19996,2019,lalakay,female,60-64,M79,2
19997,2019,lalakay,male,65-69,M79,0
19998,2019,lalakay,female,65-69,M79,1
19999,2019,lalakay,male,70 Above,M79,1
20000,2019,lalakay,female,70 Above,M79,1
20001,2019,lalakay,male,under 1,E14,0
20002,2019,lalakay,female,under 1,E14,0
20003,2019,lalakay,male,1-4,E14,0
20004,2019,lalakay,female,1-4,E14,0
20005,2019,lalakay,male,5-9,E14,0
20006,2019,lalakay,female,5-9,E14,0
20007,2019,lalakay,male,10-14,E14,0
20008,2019,lalakay,female,10-14,E14,0
20009,2019,lalakay,male,15-19,E14,0
20010,2019,lalakay,female,15-19,E14,0
20011,2019,lalakay,male,20-24,E14,0
20012,2019,lalakay,female,20-24,E14,0
20013,2019,lalakay,male,25-29,E14,0
20014,2019,lalakay,female,25-29,E14,1
20015,2019,lalakay,male,30-34,E14,0
20016,2019,lalakay,female,30-34,E14,1
20017,2019,lalakay,male,35-39,E14,0
20018,2019,lalakay,female,35-39,E14,0
20019,2019,lalakay,male,40-44,E14,1
20020,2019,lalakay,female,40-44,E14,0
20021,2019,lalakay,male,45-49,E14,0
20022,2019,lalakay,female,45-49,E14,1
20023,2019,lalakay,male,50-54,E14,0
20024,2019,lalakay,female,50-54,E14,0
20025,2019,lalakay,male,55-59,E14,1
20026,2019,lalakay,female,55-59,E14,1
20027,2019,lalakay,male,60-64,E14,2
20028,2019,lalakay,female,60-64,E14,1
20029,2019,lalakay,male,65-69,E14,1
20030,2019,lalakay,female,65-69,E14,5
20031,2019,lalakay,male,70 Above,E14,2
20032,2019,lalakay,female,70 Above,E14,0
20033,2019,lalakay,male,under 1,B86,3
20034,2019,lalakay,female,under 1,B86,0
20035,2019,lalakay,male,1-4,B86,3
20036,2019,lalakay,female,1-4,B86,2
20037,2019,lalakay,male,5-9,B86,3
20038,2019,lalakay,female,5-9,B86,1
20039,2019,lalakay,male,10-14,B86,0
20040,2019,lalakay,female,10-14,B86,0
20041,2019,lalakay,male,15-19,B86,0
20042,2019,lalakay,female,15-19,B86,1
20043,2019,lalakay,male,20-24,B86,0
20044,2019,lalakay,female,20-24,B86,0
20045,2019,lalakay,male,25-29,B86,0
20046,2019,lalakay,female,25-29,B86,0
20047,2019,lalakay,male,30-34,B86,0
20048,2019,lalakay,female,30-34,B86,0
20049,2019,lalakay,male,35-39,B86,0
20050,2019,lalakay,female,35-39,B86,0
20051,2019,lalakay,male,40-44,B86,0
20052,2019,lalakay,female,40-44,B86,0
20053,2019,lalakay,male,45-49,B86,1
20054,2019,lalakay,female,45-49,B86,1
20055,2019,lalakay,male,50-54,B86,0
20056,2019,lalakay,female,50-54,B86,0
20057,2019,lalakay,male,55-59,B86,0
20058,2019,lalakay,female,55-59,B86,0
20059,2019,lalakay,male,60-64,B86,0
20060,2019,lalakay,female,60-64,B86,0
20061,2019,lalakay,male,65-69,B86,0
20062,2019,lalakay,female,65-69,B86,0
20063,2019,lalakay,male,70 Above,B86,0
20064,2019,lalakay,female,70 Above,B86,1
20065,2019,lalakay,male,under 1,L01,2
20066,2019,lalakay,female,under 1,L01,1
20067,2019,lalakay,male,1-4,L01,2
20068,2019,lalakay,female,1-4,L01,4
20069,2019,lalakay,male,5-9,L01,5
20070,2019,lalakay,female,5-9,L01,1
20071,2019,lalakay,male,10-14,L01,1
20072,2019,lalakay,female,10-14,L01,0
20073,2019,lalakay,male,15-19,L01,1
20074,2019,lalakay,female,15-19,L01,0
20075,2019,lalakay,male,20-24,L01,0
20076,2019,lalakay,female,20-24,L01,0
20077,2019,lalakay,male,25-29,L01,0
20078,2019,lalakay,female,25-29,L01,0
20079,2019,lalakay,male,30-34,L01,0
20080,2019,lalakay,female,30-34,L01,0
20081,2019,lalakay,male,35-39,L01,0
20082,2019,lalakay,female,35-39,L01,0
20083,2019,lalakay,male,40-44,L01,0
20084,2019,lalakay,female,40-44,L01,0
20085,2019,lalakay,male,45-49,L01,0
20086,2019,lalakay,female,45-49,L01,0
20087,2019,lalakay,male,50-54,L01,0
20088,2019,lalakay,female,50-54,L01,0
20089,2019,lalakay,male,55-59,L01,0
20090,2019,lalakay,female,55-59,L01,0
20091,2019,lalakay,male,60-64,L01,0
20092,2019,lalakay,female,60-64,L01,0
20093,2019,lalakay,male,65-69,L01,0
20094,2019,lalakay,female,65-69,L01,0
20095,2019,lalakay,male,70 Above,L01,0
20096,2019,lalakay,female,70 Above,L01,0
20097,2019,lalakay,male,under 1,T14,0
20098,2019,lalakay,female,under 1,T14,0
20099,2019,lalakay,male,1-4,T14,3
20100,2019,lalakay,female,1-4,T14,0
20101,2019,lalakay,male,5-9,T14,4
20102,2019,lalakay,female,5-9,T14,2
20103,2019,lalakay,male,10-14,T14,0
20104,2019,lalakay,female,10-14,T14,0
20105,2019,lalakay,male,15-19,T14,1
20106,2019,lalakay,female,15-19,T14,0
20107,2019,lalakay,male,20-24,T14,1
20108,2019,lalakay,female,20-24,T14,0
20109,2019,lalakay,male,25-29,T14,0
20110,2019,lalakay,female,25-29,T14,1
20111,2019,lalakay,male,30-34,T14,1
20112,2019,lalakay,female,30-34,T14,1
20113,2019,lalakay,male,35-39,T14,2
20114,2019,lalakay,female,35-39,T14,0
20115,2019,lalakay,male,40-44,T14,1
20116,2019,lalakay,female,40-44,T14,0
20117,2019,lalakay,male,45-49,T14,0
20118,2019,lalakay,female,45-49,T14,0
20119,2019,lalakay,male,50-54,T14,0
20120,2019,lalakay,female,50-54,T14,0
20121,2019,lalakay,male,55-59,T14,0
20122,2019,lalakay,female,55-59,T14,0
20123,2019,lalakay,male,60-64,T14,0
20124,2019,lalakay,female,60-64,T14,0
20125,2019,lalakay,male,65-69,T14,0
20126,2019,lalakay,female,65-69,T14,0
20127,2019,lalakay,male,70 Above,T14,0
20128,2019,lalakay,female,70 Above,T14,0
20129,2019,mayondon,male,under 1,J06,277
20130,2019,mayondon,female,under 1,J06,231
20131,2019,mayondon,male,1-4,J06,865
20132,2019,mayondon,female,1-4,J06,762
20133,2019,mayondon,male,5-9,J06,566
20134,2019,mayondon,female,5-9,J06,597
20135,2019,mayondon,male,10-14,J06,197
20136,2019,mayondon,female,10-14,J06,202
20137,2019,mayondon,male,15-19,J06,85
20138,2019,mayondon,female,15-19,J06,96
20139,2019,mayondon,male,20-24,J06,71
20140,2019,mayondon,female,20-24,J06,133
20141,2019,mayondon,male,25-29,J06,38
20142,2019,mayondon,female,25-29,J06,132
20143,2019,mayondon,male,30-34,J06,38
20144,2019,mayondon,female,30-34,J06,105
20145,2019,mayondon,male,35-39,J06,31
20146,2019,mayondon,female,35-39,J06,102
20147,2019,mayondon,male,40-44,J06,40
20148,2019,mayondon,female,40-44,J06,78
20149,2019,mayondon,male,45-49,J06,9
20150,2019,mayondon,female,45-49,J06,55
20151,2019,mayondon,male,50-54,J06,26
20152,2019,mayondon,female,50-54,J06,46
20153,2019,mayondon,male,55-59,J06,15
20154,2019,mayondon,female,55-59,J06,80
20155,2019,mayondon,male,60-64,J06,13
20156,2019,mayondon,female,60-64,J06,59
20157,2019,mayondon,male,65-69,J06,34
20158,2019,mayondon,female,65-69,J06,56
20159,2019,mayondon,male,70 Above,J06,36
20160,2019,mayondon,female,70 Above,J06,74
20161,2019,mayondon,male,under 1,T79,12
20162,2019,mayondon,female,under 1,T79,13
20163,2019,mayondon,male,1-4,T79,119
20164,2019,mayondon,female,1-4,T79,82
20165,2019,mayondon,male,5-9,T79,79
20166,2019,mayondon,female,5-9,T79,78
20167,2019,mayondon,male,10-14,T79,21
20168,2019,mayondon,female,10-14,T79,14
20169,2019,mayondon,male,15-19,T79,11
20170,2019,mayondon,female,15-19,T79,15
20171,2019,mayondon,male,20-24,T79,7
20172,2019,mayondon,female,20-24,T79,11
20173,2019,mayondon,male,25-29,T79,3
20174,2019,mayondon,female,25-29,T79,16
20175,2019,mayondon,male,30-34,T79,4
20176,2019,mayondon,female,30-34,T79,14
20177,2019,mayondon,male,35-39,T79,4
20178,2019,mayondon,female,35-39,T79,10
20179,2019,mayondon,male,40-44,T79,5
20180,2019,mayondon,female,40-44,T79,10
20181,2019,mayondon,male,45-49,T79,3
20182,2019,mayondon,female,45-49,T79,10
20183,2019,mayondon,male,50-54,T79,5
20184,2019,mayondon,female,50-54,T79,1
20185,2019,mayondon,male,55-59,T79,5
20186,2019,mayondon,female,55-59,T79,10
20187,2019,mayondon,male,60-64,T79,5
20188,2019,mayondon,female,60-64,T79,7
20189,2019,mayondon,male,65-69,T79,2
20190,2019,mayondon,female,65-69,T79,7
20191,2019,mayondon,male,70 Above,T79,4
20192,2019,mayondon,female,70 Above,T79,5
20193,2019,mayondon,male,under 1,J22,69
20194,2019,mayondon,female,under 1,J22,54
20195,2019,mayondon,male,1-4,J22,129
20196,2019,mayondon,female,1-4,J22,107
20197,2019,mayondon,male,5-9,J22,33
20198,2019,mayondon,female,5-9,J22,43
20199,2019,mayondon,male,10-14,J22,8
20200,2019,mayondon,female,10-14,J22,11
20201,2019,mayondon,male,15-19,J22,4
20202,2019,mayondon,female,15-19,J22,3
20203,2019,mayondon,male,20-24,J22,4
20204,2019,mayondon,female,20-24,J22,7
20205,2019,mayondon,male,25-29,J22,1
20206,2019,mayondon,female,25-29,J22,10
20207,2019,mayondon,male,30-34,J22,0
20208,2019,mayondon,female,30-34,J22,6
20209,2019,mayondon,male,35-39,J22,1
20210,2019,mayondon,female,35-39,J22,2
20211,2019,mayondon,male,40-44,J22,2
20212,2019,mayondon,female,40-44,J22,5
20213,2019,mayondon,male,45-49,J22,4
20214,2019,mayondon,female,45-49,J22,3
20215,2019,mayondon,male,50-54,J22,1
20216,2019,mayondon,female,50-54,J22,4
20217,2019,mayondon,male,55-59,J22,0
20218,2019,mayondon,female,55-59,J22,7
20219,2019,mayondon,male,60-64,J22,4
20220,2019,mayondon,female,60-64,J22,9
20221,2019,mayondon,male,65-69,J22,4
20222,2019,mayondon,female,65-69,J22,8
20223,2019,mayondon,male,70 Above,J22,9
20224,2019,mayondon,female,70 Above,J22,11
20225,2019,mayondon,male,under 1,N39,5
20226,2019,mayondon,female,under 1,N39,6
20227,2019,mayondon,male,1-4,N39,43
20228,2019,mayondon,female,1-4,N39,38
20229,2019,mayondon,male,5-9,N39,44
20230,2019,mayondon,female,5-9,N39,69
20231,2019,mayondon,male,10-14,N39,13
20232,2019,mayondon,female,10-14,N39,27
20233,2019,mayondon,male,15-19,N39,10
20234,2019,mayondon,female,15-19,N39,21
20235,2019,mayondon,male,20-24,N39,9
20236,2019,mayondon,female,20-24,N39,22
20237,2019,mayondon,male,25-29,N39,11
20238,2019,mayondon,female,25-29,N39,23
20239,2019,mayondon,male,30-34,N39,7
20240,2019,mayondon,female,30-34,N39,15
20241,2019,mayondon,male,35-39,N39,8
20242,2019,mayondon,female,35-39,N39,2
20243,2019,mayondon,male,40-44,N39,6
20244,2019,mayondon,female,40-44,N39,11
20245,2019,mayondon,male,45-49,N39,2
20246,2019,mayondon,female,45-49,N39,11
20247,2019,mayondon,male,50-54,N39,5
20248,2019,mayondon,female,50-54,N39,20
20249,2019,mayondon,male,55-59,N39,0
20250,2019,mayondon,female,55-59,N39,16
20251,2019,mayondon,male,60-64,N39,1
20252,2019,mayondon,female,60-64,N39,7
20253,2019,mayondon,male,65-69,N39,0
20254,2019,mayondon,female,65-69,N39,9
20255,2019,mayondon,male,70 Above,N39,3
20256,2019,mayondon,female,70 Above,N39,15
20257,2019,mayondon,male,under 1,T78,21
20258,2019,mayondon,female,under 1,T78,26
20259,2019,mayondon,male,1-4,T78,61
20260,2019,mayondon,female,1-4,T78,40
20261,2019,mayondon,male,5-9,T78,34
20262,2019,mayondon,female,5-9,T78,36
20263,2019,mayondon,male,10-14,T78,7
20264,2019,mayondon,female,10-14,T78,17
20265,2019,mayondon,male,15-19,T78,2
20266,2019,mayondon,female,15-19,T78,10
20267,2019,mayondon,male,20-24,T78,4
20268,2019,mayondon,female,20-24,T78,18
20269,2019,mayondon,male,25-29,T78,6
20270,2019,mayondon,female,25-29,T78,17
20271,2019,mayondon,male,30-34,T78,2
20272,2019,mayondon,female,30-34,T78,15
20273,2019,mayondon,male,35-39,T78,0
20274,2019,mayondon,female,35-39,T78,12
20275,2019,mayondon,male,40-44,T78,4
20276,2019,mayondon,female,40-44,T78,12
20277,2019,mayondon,male,45-49,T78,0
20278,2019,mayondon,female,45-49,T78,7
20279,2019,mayondon,male,50-54,T78,4
20280,2019,mayondon,female,50-54,T78,5
20281,2019,mayondon,male,55-59,T78,3
20282,2019,mayondon,female,55-59,T78,6
20283,2019,mayondon,male,60-64,T78,2
20284,2019,mayondon,female,60-64,T78,10
20285,2019,mayondon,male,65-69,T78,2
20286,2019,mayondon,female,65-69,T78,8
20287,2019,mayondon,male,70 Above,T78,5
20288,2019,mayondon,female,70 Above,T78,23
20289,2019,mayondon,male,under 1,B34,18
20290,2019,mayondon,female,under 1,B34,11
20291,2019,mayondon,male,1-4,B34,52
20292,2019,mayondon,female,1-4,B34,51
20293,2019,mayondon,male,5-9,B34,48
20294,2019,mayondon,female,5-9,B34,63
20295,2019,mayondon,male,10-14,B34,18
20296,2019,mayondon,female,10-14,B34,15
20297,2019,mayondon,male,15-19,B34,10
20298,2019,mayondon,female,15-19,B34,6
20299,2019,mayondon,male,20-24,B34,6
20300,2019,mayondon,female,20-24,B34,8
20301,2019,mayondon,male,25-29,B34,11
20302,2019,mayondon,female,25-29,B34,10
20303,2019,mayondon,male,30-34,B34,4
20304,2019,mayondon,female,30-34,B34,1
20305,2019,mayondon,male,35-39,B34,2
20306,2019,mayondon,female,35-39,B34,1
20307,2019,mayondon,male,40-44,B34,3
20308,2019,mayondon,female,40-44,B34,5
20309,2019,mayondon,male,45-49,B34,1
20310,2019,mayondon,female,45-49,B34,1
20311,2019,mayondon,male,50-54,B34,1
20312,2019,mayondon,female,50-54,B34,0
20313,2019,mayondon,male,55-59,B34,0
20314,2019,mayondon,female,55-59,B34,2
20315,2019,mayondon,male,60-64,B34,0
20316,2019,mayondon,female,60-64,B34,1
20317,2019,mayondon,male,65-69,B34,1
20318,2019,mayondon,female,65-69,B34,1
20319,2019,mayondon,male,70 Above,B34,1
20320,2019,mayondon,female,70 Above,B34,5
20321,2019,mayondon,male,under 1,I10,0
20322,2019,mayondon,female,under 1,I10,0
20323,2019,mayondon,male,1-4,I10,0
20324,2019,mayondon,female,1-4,I10,0
20325,2019,mayondon,male,5-9,I10,0
20326,2019,mayondon,female,5-9,I10,1
20327,2019,mayondon,male,10-14,I10,1
20328,2019,mayondon,female,10-14,I10,0
20329,2019,mayondon,male,15-19,I10,1
20330,2019,mayondon,female,15-19,I10,1
20331,2019,mayondon,male,20-24,I10,1
20332,2019,mayondon,female,20-24,I10,4
20333,2019,mayondon,male,25-29,I10,2
20334,2019,mayondon,female,25-29,I10,16
20335,2019,mayondon,male,30-34,I10,9
20336,2019,mayondon,female,30-34,I10,7
20337,2019,mayondon,male,35-39,I10,5
20338,2019,mayondon,female,35-39,I10,5
20339,2019,mayondon,male,40-44,I10,10
20340,2019,mayondon,female,40-44,I10,18
20341,2019,mayondon,male,45-49,I10,8
20342,2019,mayondon,female,45-49,I10,19
20343,2019,mayondon,male,50-54,I10,4
20344,2019,mayondon,female,50-54,I10,25
20345,2019,mayondon,male,55-59,I10,9
20346,2019,mayondon,female,55-59,I10,18
20347,2019,mayondon,male,60-64,I10,7
20348,2019,mayondon,female,60-64,I10,18
20349,2019,mayondon,male,65-69,I10,5
20350,2019,mayondon,female,65-69,I10,18
20351,2019,mayondon,male,70 Above,I10,15
20352,2019,mayondon,female,70 Above,I10,39
20353,2019,mayondon,male,under 1,A09,8
20354,2019,mayondon,female,under 1,A09,11
20355,2019,mayondon,male,1-4,A09,76
20356,2019,mayondon,female,1-4,A09,41
20357,2019,mayondon,male,5-9,A09,26
20358,2019,mayondon,female,5-9,A09,15
20359,2019,mayondon,male,10-14,A09,5
20360,2019,mayondon,female,10-14,A09,4
20361,2019,mayondon,male,15-19,A09,1
20362,2019,mayondon,female,15-19,A09,7
20363,2019,mayondon,male,20-24,A09,6
20364,2019,mayondon,female,20-24,A09,15
20365,2019,mayondon,male,25-29,A09,6
20366,2019,mayondon,female,25-29,A09,4
20367,2019,mayondon,male,30-34,A09,4
20368,2019,mayondon,female,30-34,A09,6
20369,2019,mayondon,male,35-39,A09,1
20370,2019,mayondon,female,35-39,A09,0
20371,2019,mayondon,male,40-44,A09,4
20372,2019,mayondon,female,40-44,A09,0
20373,2019,mayondon,male,45-49,A09,1
20374,2019,mayondon,female,45-49,A09,0
20375,2019,mayondon,male,50-54,A09,1
20376,2019,mayondon,female,50-54,A09,0
20377,2019,mayondon,male,55-59,A09,3
20378,2019,mayondon,female,55-59,A09,0
20379,2019,mayondon,male,60-64,A09,1
20380,2019,mayondon,female,60-64,A09,0
20381,2019,mayondon,male,65-69,A09,1
20382,2019,mayondon,female,65-69,A09,0
20383,2019,mayondon,male,70 Above,A09,0
20384,2019,mayondon,female,70 Above,A09,3
20385,2019,mayondon,male,under 1,J45,10
20386,2019,mayondon,female,under 1,J45,3
20387,2019,mayondon,male,1-4,J45,38
20388,2019,mayondon,female,1-4,J45,23
20389,2019,mayondon,male,5-9,J45,18
20390,2019,mayondon,female,5-9,J45,14
20391,2019,mayondon,male,10-14,J45,9
20392,2019,mayondon,female,10-14,J45,8
20393,2019,mayondon,male,15-19,J45,0
20394,2019,mayondon,female,15-19,J45,3
20395,2019,mayondon,male,20-24,J45,4
20396,2019,mayondon,female,20-24,J45,1
20397,2019,mayondon,male,25-29,J45,2
20398,2019,mayondon,female,25-29,J45,7
20399,2019,mayondon,male,30-34,J45,0
20400,2019,mayondon,female,30-34,J45,4
20401,2019,mayondon,male,35-39,J45,1
20402,2019,mayondon,female,35-39,J45,6
20403,2019,mayondon,male,40-44,J45,1
20404,2019,mayondon,female,40-44,J45,2
20405,2019,mayondon,male,45-49,J45,0
20406,2019,mayondon,female,45-49,J45,1
20407,2019,mayondon,male,50-54,J45,0
20408,2019,mayondon,female,50-54,J45,4
20409,2019,mayondon,male,55-59,J45,1
20410,2019,mayondon,female,55-59,J45,3
20411,2019,mayondon,male,60-64,J45,1
20412,2019,mayondon,female,60-64,J45,6
20413,2019,mayondon,male,65-69,J45,6
20414,2019,mayondon,female,65-69,J45,6
20415,2019,mayondon,male,70 Above,J45,1
20416,2019,mayondon,female,70 Above,J45,2
20417,2019,mayondon,male,under 1,W54,0
20418,2019,mayondon,female,under 1,W54,0
20419,2019,mayondon,male,1-4,W54,15
20420,2019,mayondon,female,1-4,W54,8
20421,2019,mayondon,male,5-9,W54,23
20422,2019,mayondon,female,5-9,W54,12
20423,2019,mayondon,male,10-14,W54,12
20424,2019,mayondon,female,10-14,W54,11
20425,2019,mayondon,male,15-19,W54,12
20426,2019,mayondon,female,15-19,W54,2
20427,2019,mayondon,male,20-24,W54,3
20428,2019,mayondon,female,20-24,W54,7
20429,2019,mayondon,male,25-29,W54,7
20430,2019,mayondon,female,25-29,W54,4
20431,2019,mayondon,male,30-34,W54,5
20432,2019,mayondon,female,30-34,W54,6
20433,2019,mayondon,male,35-39,W54,4
20434,2019,mayondon,female,35-39,W54,6
20435,2019,mayondon,male,40-44,W54,2
20436,2019,mayondon,female,40-44,W54,8
20437,2019,mayondon,male,45-49,W54,2
20438,2019,mayondon,female,45-49,W54,1
20439,2019,mayondon,male,50-54,W54,5
20440,2019,mayondon,female,50-54,W54,0
20441,2019,mayondon,male,55-59,W54,3
20442,2019,mayondon,female,55-59,W54,3
20443,2019,mayondon,male,60-64,W54,1
20444,2019,mayondon,female,60-64,W54,6
20445,2019,mayondon,male,65-69,W54,7
20446,2019,mayondon,female,65-69,W54,2
20447,2019,mayondon,male,70 Above,W54,5
20448,2019,mayondon,female,70 Above,W54,5
20449,2019,mayondon,male,under 1,L02,7
20450,2019,mayondon,female,under 1,L02,1
20451,2019,mayondon,male,1-4,L02,13
20452,2019,mayondon,female,1-4,L02,15
20453,2019,mayondon,male,5-9,L02,7
20454,2019,mayondon,female,5-9,L02,13
20455,2019,mayondon,male,10-14,L02,11
20456,2019,mayondon,female,10-14,L02,6
20457,2019,mayondon,male,15-19,L02,6
20458,2019,mayondon,female,15-19,L02,7
20459,2019,mayondon,male,20-24,L02,3
20460,2019,mayondon,female,20-24,L02,9
20461,2019,mayondon,male,25-29,L02,1
20462,2019,mayondon,female,25-29,L02,4
20463,2019,mayondon,male,30-34,L02,2
20464,2019,mayondon,female,30-34,L02,3
20465,2019,mayondon,male,35-39,L02,4
20466,2019,mayondon,female,35-39,L02,11
20467,2019,mayondon,male,40-44,L02,2
20468,2019,mayondon,female,40-44,L02,7
20469,2019,mayondon,male,45-49,L02,5
20470,2019,mayondon,female,45-49,L02,3
20471,2019,mayondon,male,50-54,L02,3
20472,2019,mayondon,female,50-54,L02,2
20473,2019,mayondon,male,55-59,L02,0
20474,2019,mayondon,female,55-59,L02,2
20475,2019,mayondon,male,60-64,L02,2
20476,2019,mayondon,female,60-64,L02,1
20477,2019,mayondon,male,65-69,L02,3
20478,2019,mayondon,female,65-69,L02,1
20479,2019,mayondon,male,70 Above,L02,0
20480,2019,mayondon,female,70 Above,L02,1
20481,2019,mayondon,male,under 1,M79,0
20482,2019,mayondon,female,under 1,M79,0
20483,2019,mayondon,male,1-4,M79,0
20484,2019,mayondon,female,1-4,M79,0
20485,2019,mayondon,male,5-9,M79,0
20486,2019,mayondon,female,5-9,M79,1
20487,2019,mayondon,male,10-14,M79,1
20488,2019,mayondon,female,10-14,M79,2
20489,2019,mayondon,male,15-19,M79,1
20490,2019,mayondon,female,15-19,M79,1
20491,2019,mayondon,male,20-24,M79,5
20492,2019,mayondon,female,20-24,M79,7
20493,2019,mayondon,male,25-29,M79,3
20494,2019,mayondon,female,25-29,M79,6
20495,2019,mayondon,male,30-34,M79,5
20496,2019,mayondon,female,30-34,M79,6
20497,2019,mayondon,male,35-39,M79,5
