Sample no,Year,barangay,sex,age,disease,cases
707,2017,bagong silang,male,1-4,L01,3
708,2017,bagong silang,female,1-4,L01,5
709,2017,bagong silang,male,5-9,L01,7
710,2017,bagong silang,female,5-9,L01,4
711,2017,bagong silang,male,10-14,L01,2
712,2017,bagong silang,female,10-14,L01,1
713,2017,bagong silang,male,15-19,L01,0
714,2017,bagong silang,female,15-19,L01,0
715,2017,bagong silang,male,20-24,L01,0
716,2017,bagong silang,female,20-24,L01,0
717,2017,bagong silang,male,25-29,L01,0
718,2017,bagong silang,female,25-29,L01,1
719,2017,bagong silang,male,30-34,L01,0
720,2017,bagong silang,female,30-34,L01,0
721,2017,bagong silang,male,35-39,L01,0
722,2017,bagong silang,female,35-39,L01,1
723,2017,bagong silang,male,40-44,L01,0
724,2017,bagong silang,female,40-44,L01,0
725,2017,bagong silang,male,45-49,L01,0
726,2017,bagong silang,female,45-49,L01,0
727,2017,bagong silang,male,50-54,L01,0
728,2017,bagong silang,female,50-54,L01,0
729,2017,bagong silang,male,55-59,L01,0
730,2017,bagong silang,female,55-59,L01,0
731,2017,bagong silang,male,60-64,L01,0
732,2017,bagong silang,female,60-64,L01,0
733,2017,bagong silang,male,65-69,L01,0
734,2017,bagong silang,female,65-69,L01,0
735,2017,bagong silang,male,70 Above,L01,0
736,2017,bagong silang,female,70 Above,L01,0
737,2017,bagong silang,male,under 1,G44,0
738,2017,bagong silang,female,under 1,G44,0
739,2017,bagong silang,male,1-4,G44,0
740,2017,bagong silang,female,1-4,G44,1
741,2017,bagong silang,male,5-9,G44,1
742,2017,bagong silang,female,5-9,G44,0
743,2017,bagong silang,male,10-14,G44,1
744,2017,bagong silang,female,10-14,G44,0
745,2017,bagong silang,male,15-19,G44,0
746,2017,bagong silang,female,15-19,G44,0
747,2017,bagong silang,male,20-24,G44,0
748,2017,bagong silang,female,20-24,G44,0
749,2017,bagong silang,male,25-29,G44,1
750,2017,bagong silang,female,25-29,G44,2
751,2017,bagong silang,male,30-34,G44,0
752,2017,bagong silang,female,30-34,G44,3
753,2017,bagong silang,male,35-39,G44,0
754,2017,bagong silang,female,35-39,G44,2
755,2017,bagong silang,male,40-44,G44,1
756,2017,bagong silang,female,40-44,G44,7
757,2017,bagong silang,male,45-49,G44,0
758,2017,bagong silang,female,45-49,G44,1
759,2017,bagong silang,male,50-54,G44,1
760,2017,bagong silang,female,50-54,G44,1
761,2017,bagong silang,male,55-59,G44,0
762,2017,bagong silang,female,55-59,G44,1
763,2017,bagong silang,male,60-64,G44,0
764,2017,bagong silang,female,60-64,G44,0
765,2017,bagong silang,male,65-69,G44,0
766,2017,bagong silang,female,65-69,G44,0
767,2017,bagong silang,male,70 Above,G44,0
768,2017,bagong silang,female,70 Above,G44,0
769,2017,bagong silang,male,under 1,N39,0
770,2017,bagong silang,female,under 1,N39,0
771,2017,bagong silang,male,1-4,N39,0
772,2017,bagong silang,female,1-4,N39,1
773,2017,bagong silang,male,5-9,N39,1
774,2017,bagong silang,female,5-9,N39,1
775,2017,bagong silang,male,10-14,N39,11
776,2017,bagong silang,female,10-14,N39,0
777,2017,bagong silang,male,15-19,N39,0
778,2017,bagong silang,female,15-19,N39,0
779,2017,bagong silang,male,20-24,N39,0
780,2017,bagong silang,female,20-24,N39,0
781,2017,bagong silang,male,25-29,N39,0
782,2017,bagong silang,female,25-29,N39,1
783,2017,bagong silang,male,30-34,N39,0
784,2017,bagong silang,female,30-34,N39,0
785,2017,bagong silang,male,35-39,N39,1
786,2017,bagong silang,female,35-39,N39,0
787,2017,bagong silang,male,40-44,N39,0
788,2017,bagong silang,female,40-44,N39,1
789,2017,bagong silang,male,45-49,N39,0
790,2017,bagong silang,female,45-49,N39,1
791,2017,bagong silang,male,50-54,N39,0
792,2017,bagong silang,female,50-54,N39,1
793,2017,bagong silang,male,55-59,N39,0
794,2017,bagong silang,female,55-59,N39,0
795,2017,bagong silang,male,60-64,N39,0
796,2017,bagong silang,female,60-64,N39,0
797,2017,bagong silang,male,65-69,N39,0
798,2017,bagong silang,female,65-69,N39,0
799,2017,bagong silang,male,70 Above,N39,0
800,2017,bagong silang,female,70 Above,N39,0
801,2017,bagong silang,male,under 1,T79,0
802,2017,bagong silang,female,under 1,T79,0
803,2017,bagong silang,male,1-4,T79,1
804,2017,bagong silang,female,1-4,T79,0
805,2017,bagong silang,male,5-9,T79,1
806,2017,bagong silang,female,5-9,T79,2
807,2017,bagong silang,male,10-14,T79,3
808,2017,bagong silang,female,10-14,T79,0
809,2017,bagong silang,male,15-19,T79,3
810,2017,bagong silang,female,15-19,T79,0
811,2017,bagong silang,male,20-24,T79,1
812,2017,bagong silang,female,20-24,T79,0
813,2017,bagong silang,male,25-29,T79,1
814,2017,bagong silang,female,25-29,T79,0
815,2017,bagong silang,male,30-34,T79,0
816,2017,bagong silang,female,30-34,T79,1
817,2017,bagong silang,male,35-39,T79,0
818,2017,bagong silang,female,35-39,T79,0
819,2017,bagong silang,male,40-44,T79,1
820,2017,bagong silang,female,40-44,T79,1
821,2017,bagong silang,male,45-49,T79,1
822,2017,bagong silang,female,45-49,T79,0
823,2017,bagong silang,male,50-54,T79,0
824,2017,bagong silang,female,50-54,T79,0
825,2017,bagong silang,male,55-59,T79,0
826,2017,bagong silang,female,55-59,T79,0
827,2017,bagong silang,male,60-64,T79,0
828,2017,bagong silang,female,60-64,T79,0
829,2017,bagong silang,male,65-69,T79,0
830,2017,bagong silang,female,65-69,T79,0
831,2017,bagong silang,male,70 Above,T79,0
832,2017,bagong silang,female,70 Above,T79,0
833,2017,bagong silang,male,under 1,I10,0
834,2017,bagong silang,female,under 1,I10,0
835,2017,bagong silang,male,1-4,I10,0
836,2017,bagong silang,female,1-4,I10,0
837,2017,bagong silang,male,5-9,I10,0
838,2017,bagong silang,female,5-9,I10,0
839,2017,bagong silang,male,10-14,I10,0
840,2017,bagong silang,female,10-14,I10,0
841,2017,bagong silang,male,15-19,I10,0
842,2017,bagong silang,female,15-19,I10,0
843,2017,bagong silang,male,20-24,I10,0
844,2017,bagong silang,female,20-24,I10,0
845,2017,bagong silang,male,25-29,I10,0
846,2017,bagong silang,female,25-29,I10,0
847,2017,bagong silang,male,30-34,I10,0
848,2017,bagong silang,female,30-34,I10,0
849,2017,bagong silang,male,35-39,I10,1
850,2017,bagong silang,female,35-39,I10,1
851,2017,bagong silang,male,40-44,I10,0
852,2017,bagong silang,female,40-44,I10,0
853,2017,bagong silang,male,45-49,I10,1
854,2017,bagong silang,female,45-49,I10,0
855,2017,bagong silang,male,50-54,I10,0
856,2017,bagong silang,female,50-54,I10,0
857,2017,bagong silang,male,55-59,I10,2
858,2017,bagong silang,female,55-59,I10,2
859,2017,bagong silang,male,60-64,I10,2
860,2017,bagong silang,female,60-64,I10,1
861,2017,bagong silang,male,65-69,I10,0
862,2017,bagong silang,female,65-69,I10,1
863,2017,bagong silang,male,70 Above,I10,1
864,2017,bagong silang,female,70 Above,I10,2
865,2017,bagong silang,male,under 1,M79,0
866,2017,bagong silang,female,under 1,M79,0
867,2017,bagong silang,male,1-4,M79,0
868,2017,bagong silang,female,1-4,M79,0
869,2017,bagong silang,male,5-9,M79,0
870,2017,bagong silang,female,5-9,M79,0
871,2017,bagong silang,male,10-14,M79,0
872,2017,bagong silang,female,10-14,M79,1
873,2017,bagong silang,male,15-19,M79,0
874,2017,bagong silang,female,15-19,M79,0
875,2017,bagong silang,male,20-24,M79,0
876,2017,bagong silang,female,20-24,M79,0
877,2017,bagong silang,male,25-29,M79,0
878,2017,bagong silang,female,25-29,M79,1
879,2017,bagong silang,male,30-34,M79,1
880,2017,bagong silang,female,30-34,M79,1
881,2017,bagong silang,male,35-39,M79,0
882,2017,bagong silang,female,35-39,M79,2
883,2017,bagong silang,male,40-44,M79,0
884,2017,bagong silang,female,40-44,M79,2
885,2017,bagong silang,male,45-49,M79,0
886,2017,bagong silang,female,45-49,M79,0
887,2017,bagong silang,male,50-54,M79,0
888,2017,bagong silang,female,50-54,M79,2
889,2017,bagong silang,male,55-59,M79,0
890,2017,bagong silang,female,55-59,M79,0
891,2017,bagong silang,male,60-64,M79,0
892,2017,bagong silang,female,60-64,M79,0
893,2017,bagong silang,male,65-69,M79,0
894,2017,bagong silang,female,65-69,M79,0
895,2017,bagong silang,male,70 Above,M79,0
896,2017,bagong silang,female,70 Above,M79,0
897,2017,bagong silang,male,under 1,T78,0
898,2017,bagong silang,female,under 1,T78,0
899,2017,bagong silang,male,1-4,T78,0
900,2017,bagong silang,female,1-4,T78,1
901,2017,bagong silang,male,5-9,T78,1
902,2017,bagong silang,female,5-9,T78,1
903,2017,bagong silang,male,10-14,T78,1
904,2017,bagong silang,female,10-14,T78,0
905,2017,bagong silang,male,15-19,T78,1
906,2017,bagong silang,female,15-19,T78,0
907,2017,bagong silang,male,20-24,T78,0
908,2017,bagong silang,female,20-24,T78,2
909,2017,bagong silang,male,25-29,T78,0
910,2017,bagong silang,female,25-29,T78,0
911,2017,bagong silang,male,30-34,T78,0
912,2017,bagong silang,female,30-34,T78,0
913,2017,bagong silang,male,35-39,T78,0
914,2017,bagong silang,female,35-39,T78,0
915,2017,bagong silang,male,40-44,T78,0
916,2017,bagong silang,female,40-44,T78,0
917,2017,bagong silang,male,45-49,T78,0
918,2017,bagong silang,female,45-49,T78,0
919,2017,bagong silang,male,50-54,T78,0
920,2017,bagong silang,female,50-54,T78,0
921,2017,bagong silang,male,55-59,T78,0
922,2017,bagong silang,female,55-59,T78,0
923,2017,bagong silang,male,60-64,T78,0
924,2017,bagong silang,female,60-64,T78,0
925,2017,bagong silang,male,65-69,T78,0
926,2017,bagong silang,female,65-69,T78,0
927,2017,bagong silang,male,70 Above,T78,2
928,2017,bagong silang,female,70 Above,T78,0
929,2017,bagong silang,male,under 1,D64,0
930,2017,bagong silang,female,under 1,D64,0
931,2017,bagong silang,male,1-4,D64,1
932,2017,bagong silang,female,1-4,D64,0
933,2017,bagong silang,male,5-9,D64,0
934,2017,bagong silang,female,5-9,D64,1
935,2017,bagong silang,male,10-14,D64,0
936,2017,bagong silang,female,10-14,D64,0
937,2017,bagong silang,male,15-19,D64,0
938,2017,bagong silang,female,15-19,D64,2
939,2017,bagong silang,male,20-24,D64,0
940,2017,bagong silang,female,20-24,D64,0
941,2017,bagong silang,male,25-29,D64,0
942,2017,bagong silang,female,25-29,D64,0
943,2017,bagong silang,male,30-34,D64,0
944,2017,bagong silang,female,30-34,D64,0
945,2017,bagong silang,male,35-39,D64,0
946,2017,bagong silang,female,35-39,D64,2
947,2017,bagong silang,male,40-44,D64,0
948,2017,bagong silang,female,40-44,D64,1
949,2017,bagong silang,male,45-49,D64,0
950,2017,bagong silang,female,45-49,D64,0
951,2017,bagong silang,male,50-54,D64,0
952,2017,bagong silang,female,50-54,D64,0
953,2017,bagong silang,male,55-59,D64,0
954,2017,bagong silang,female,55-59,D64,0
955,2017,bagong silang,male,60-64,D64,0
956,2017,bagong silang,female,60-64,D64,0
957,2017,bagong silang,male,65-69,D64,0
958,2017,bagong silang,female,65-69,D64,0
959,2017,bagong silang,male,70 Above,D64,0
960,2017,bagong silang,female,70 Above,D64,0
961,2017,bagong silang,male,under 1,J30,0
962,2017,bagong silang,female,under 1,J30,0
963,2017,bagong silang,male,1-4,J30,2
964,2017,bagong silang,female,1-4,J30,1
965,2017,bagong silang,male,5-9,J30,1
966,2017,bagong silang,female,5-9,J30,0
967,2017,bagong silang,male,10-14,J30,0
968,2017,bagong silang,female,10-14,J30,1
969,2017,bagong silang,male,15-19,J30,0
970,2017,bagong silang,female,15-19,J30,0
971,2017,bagong silang,male,20-24,J30,0
972,2017,bagong silang,female,20-24,J30,0
973,2017,bagong silang,male,25-29,J30,0
974,2017,bagong silang,female,25-29,J30,0
975,2017,bagong silang,male,30-34,J30,0
976,2017,bagong silang,female,30-34,J30,0
977,2017,bagong silang,male,35-39,J30,0
978,2017,bagong silang,female,35-39,J30,1
979,2017,bagong silang,male,40-44,J30,0
980,2017,bagong silang,female,40-44,J30,0
981,2017,bagong silang,male,45-49,J30,0
982,2017,bagong silang,female,45-49,J30,1
983,2017,bagong silang,male,50-54,J30,0
984,2017,bagong silang,female,50-54,J30,0
985,2017,bagong silang,male,55-59,J30,0
986,2017,bagong silang,female,55-59,J30,0
987,2017,bagong silang,male,60-64,J30,0
988,2017,bagong silang,female,60-64,J30,0
989,2017,bagong silang,male,65-69,J30,0
990,2017,bagong silang,female,65-69,J30,0
991,2017,bagong silang,male,70 Above,J30,0
992,2017,bagong silang,female,70 Above,J30,0
993,2017,bagong silang,male,under 1,K31,0
994,2017,bagong silang,female,under 1,K31,0
995,2017,bagong silang,male,1-4,K31,0
996,2017,bagong silang,female,1-4,K31,0
997,2017,bagong silang,male,5-9,K31,0
998,2017,bagong silang,female,5-9,K31,1
999,2017,bagong silang,male,10-14,K31,0
1000,2017,bagong silang,female,10-14,K31,0
1001,2017,bagong silang,male,15-19,K31,0
1002,2017,bagong silang,female,15-19,K31,0
1003,2017,bagong silang,male,20-24,K31,0
1004,2017,bagong silang,female,20-24,K31,0
1005,2017,bagong silang,male,25-29,K31,1
1006,2017,bagong silang,female,25-29,K31,0
1007,2017,bagong silang,male,30-34,K31,0
1008,2017,bagong silang,female,30-34,K31,0
1009,2017,bagong silang,male,35-39,K31,0
1010,2017,bagong silang,female,35-39,K31,1
1011,2017,bagong silang,male,40-44,K31,0
1012,2017,bagong silang,female,40-44,K31,1
1013,2017,bagong silang,male,45-49,K31,1
1014,2017,bagong silang,female,45-49,K31,0
1015,2017,bagong silang,male,50-54,K31,0
1016,2017,bagong silang,female,50-54,K31,0
1017,2017,bagong silang,male,55-59,K31,0
1018,2017,bagong silang,female,55-59,K31,0
1019,2017,bagong silang,male,60-64,K31,0
1020,2017,bagong silang,female,60-64,K31,1
1021,2017,bagong silang,male,65-69,K31,0
1022,2017,bagong silang,female,65-69,K31,0
1023,2017,bagong silang,male,70 Above,K31,0
1024,2017,bagong silang,female,70 Above,K31,0
1025,2017,bagong silang,male,under 1,L30,0
1026,2017,bagong silang,female,under 1,L30,0
1027,2017,bagong silang,male,1-4,L30,0
1028,2017,bagong silang,female,1-4,L30,0
1029,2017,bagong silang,male,5-9,L30,2
1030,2017,bagong silang,female,5-9,L30,0
1031,2017,bagong silang,male,10-14,L30,0
1032,2017,bagong silang,female,10-14,L30,0
1033,2017,bagong silang,male,15-19,L30,1
1034,2017,bagong silang,female,15-19,L30,0
1035,2017,bagong silang,male,20-24,L30,0
1036,2017,bagong silang,female,20-24,L30,1
1037,2017,bagong silang,male,25-29,L30,0
1038,2017,bagong silang,female,25-29,L30,0
1039,2017,bagong silang,male,30-34,L30,0
1040,2017,bagong silang,female,30-34,L30,0
1041,2017,bagong silang,male,35-39,L30,0
1042,2017,bagong silang,female,35-39,L30,0
1043,2017,bagong silang,male,40-44,L30,0
1044,2017,bagong silang,female,40-44,L30,0
1045,2017,bagong silang,male,45-49,L30,1
1046,2017,bagong silang,female,45-49,L30,0
1047,2017,bagong silang,male,50-54,L30,0
1048,2017,bagong silang,female,50-54,L30,0
1049,2017,bagong silang,male,55-59,L30,0
1050,2017,bagong silang,female,55-59,L30,0
1051,2017,bagong silang,male,60-64,L30,0
1052,2017,bagong silang,female,60-64,L30,0
1053,2017,bagong silang,male,65-69,L30,0
1054,2017,bagong silang,female,65-69,L30,0
1055,2017,bagong silang,male,70 Above,L30,0
1056,2017,bagong silang,female,70 Above,L30,0
1057,2017,bagong silang,male,under 1,R51,0
1058,2017,bagong silang,female,under 1,R51,0
1059,2017,bagong silang,male,1-4,R51,0
1060,2017,bagong silang,female,1-4,R51,0
1061,2017,bagong silang,male,5-9,R51,0
1062,2017,bagong silang,female,5-9,R51,0
1063,2017,bagong silang,male,10-14,R51,0
1064,2017,bagong silang,female,10-14,R51,0
1065,2017,bagong silang,male,15-19,R51,0
1066,2017,bagong silang,female,15-19,R51,0
1067,2017,bagong silang,male,20-24,R51,0
1068,2017,bagong silang,female,20-24,R51,1
1069,2017,bagong silang,male,25-29,R51,0
1070,2017,bagong silang,female,25-29,R51,1
1071,2017,bagong silang,male,30-34,R51,0
1072,2017,bagong silang,female,30-34,R51,1
1073,2017,bagong silang,male,35-39,R51,0
1074,2017,bagong silang,female,35-39,R51,0
1075,2017,bagong silang,male,40-44,R51,0
1076,2017,bagong silang,female,40-44,R51,0
1077,2017,bagong silang,male,45-49,R51,0
1078,2017,bagong silang,female,45-49,R51,0
1079,2017,bagong silang,male,50-54,R51,0
1080,2017,bagong silang,female,50-54,R51,0
1081,2017,bagong silang,male,55-59,R51,0
1082,2017,bagong silang,female,55-59,R51,0
1083,2017,bagong silang,male,60-64,R51,1
1084,2017,bagong silang,female,60-64,R51,0
1085,2017,bagong silang,male,65-69,R51,0
1086,2017,bagong silang,female,65-69,R51,0
1087,2017,bagong silang,male,70 Above,R51,0
1088,2017,bagong silang,female,70 Above,R51,0
1089,2017,bagong silang,male,under 1,H52,0
1090,2017,bagong silang,female,under 1,H52,0
1091,2017,bagong silang,male,1-4,H52,0
1092,2017,bagong silang,female,1-4,H52,0
1093,2017,bagong silang,male,5-9,H52,0
1094,2017,bagong silang,female,5-9,H52,0
1095,2017,bagong silang,male,10-14,H52,0
1096,2017,bagong silang,female,10-14,H52,0
1097,2017,bagong silang,male,15-19,H52,0
1098,2017,bagong silang,female,15-19,H52,0
1099,2017,bagong silang,male,20-24,H52,0
1100,2017,bagong silang,female,20-24,H52,0
1101,2017,bagong silang,male,25-29,H52,0
1102,2017,bagong silang,female,25-29,H52,0
1103,2017,bagong silang,male,30-34,H52,0
1104,2017,bagong silang,female,30-34,H52,0
1105,2017,bagong silang,male,35-39,H52,1
1106,2017,bagong silang,female,35-39,H52,0
1107,2017,bagong silang,male,40-44,H52,0
1108,2017,bagong silang,female,40-44,H52,0
1109,2017,bagong silang,male,45-49,H52,1
1110,2017,bagong silang,female,45-49,H52,0
1111,2017,bagong silang,male,50-54,H52,0
1112,2017,bagong silang,female,50-54,H52,0
1113,2017,bagong silang,male,55-59,H52,0
1114,2017,bagong silang,female,55-59,H52,0
1115,2017,bagong silang,male,60-64,H52,0
1116,2017,bagong silang,female,60-64,H52,0
1117,2017,bagong silang,male,65-69,H52,0
1118,2017,bagong silang,female,65-69,H52,0
1119,2017,bagong silang,male,70 Above,H52,0
1120,2017,bagong silang,female,70 Above,H52,0
1121,2017,bagong silang,male,under 1,J22,0
1122,2017,bagong silang,female,under 1,J22,1
1123,2017,bagong silang,male,1-4,J22,0
1124,2017,bagong silang,female,1-4,J22,0
1125,2017,bagong silang,male,5-9,J22,0
1126,2017,bagong silang,female,5-9,J22,0
1127,2017,bagong silang,male,10-14,J22,1
1128,2017,bagong silang,female,10-14,J22,0
1129,2017,bagong silang,male,15-19,J22,0
1130,2017,bagong silang,female,15-19,J22,0
1131,2017,bagong silang,male,20-24,J22,0
1132,2017,bagong silang,female,20-24,J22,0
1133,2017,bagong silang,male,25-29,J22,0
1134,2017,bagong silang,female,25-29,J22,0
1135,2017,bagong silang,male,30-34,J22,0
1136,2017,bagong silang,female,30-34,J22,0
1137,2017,bagong silang,male,35-39,J22,0
1138,2017,bagong silang,female,35-39,J22,0
1139,2017,bagong silang,male,40-44,J22,0
1140,2017,bagong silang,female,40-44,J22,0
1141,2017,bagong silang,male,45-49,J22,0
1142,2017,bagong silang,female,45-49,J22,0
1143,2017,bagong silang,male,50-54,J22,0
1144,2017,bagong silang,female,50-54,J22,0
1145,2017,bagong silang,male,55-59,J22,0
1146,2017,bagong silang,female,55-59,J22,0
1147,2017,bagong silang,male,60-64,J22,0
1148,2017,bagong silang,female,60-64,J22,0
1149,2017,bagong silang,male,65-69,J22,0
1150,2017,bagong silang,female,65-69,J22,0
1151,2017,bagong silang,male,70 Above,J22,0
1152,2017,bagong silang,female,70 Above,J22,0
1153,2017,Bambang,male,under 1,J06,144
1154,2017,Bambang,female,under 1,J06,120
1155,2017,Bambang,male,1-4,J06,314
1156,2017,Bambang,female,1-4,J06,356
1157,2017,Bambang,male,5-9,J06,187
1158,2017,Bambang,female,5-9,J06,168
1159,2017,Bambang,male,10-14,J06,69
1160,2017,Bambang,female,10-14,J06,68
1161,2017,Bambang,male,15-19,J06,38
1162,2017,Bambang,female,15-19,J06,32
1163,2017,Bambang,male,20-24,J06,26
1164,2017,Bambang,female,20-24,J06,42
1165,2017,Bambang,male,25-29,J06,20
1166,2017,Bambang,female,25-29,J06,42
1167,2017,Bambang,male,30-34,J06,26
1168,2017,Bambang,female,30-34,J06,36
1169,2017,Bambang,male,35-39,J06,9
1170,2017,Bambang,female,35-39,J06,42
1171,2017,Bambang,male,40-44,J06,5
1172,2017,Bambang,female,40-44,J06,36
1173,2017,Bambang,male,45-49,J06,11
1174,2017,Bambang,female,45-49,J06,23
1175,2017,Bambang,male,50-54,J06,7
1176,2017,Bambang,female,50-54,J06,24
1177,2017,Bambang,male,55-59,J06,6
1178,2017,Bambang,female,55-59,J06,14
1179,2017,Bambang,male,60-64,J06,8
1180,2017,Bambang,female,60-64,J06,13
1181,2017,Bambang,male,65-69,J06,5
1182,2017,Bambang,female,65-69,J06,13
1183,2017,Bambang,male,70 Above,J06,3
1184,2017,Bambang,female,70 Above,J06, 
1185,2017,Bambang,male,under 1,B34,37
1186,2017,Bambang,female,under 1,B34,18
1187,2017,Bambang,male,1-4,B34,76
1188,2017,Bambang,female,1-4,B34,79
1189,2017,Bambang,male,5-9,B34,79
1190,2017,Bambang,female,5-9,B34,52
1191,2017,Bambang,male,10-14,B34,25
1192,2017,Bambang,female,10-14,B34,15
1193,2017,Bambang,male,15-19,B34,10
1194,2017,Bambang,female,15-19,B34,11
